cnpj_basico,razao_social,natureza_juridica,porte,situacao_cadastral,cnae_principal,uf,municipio,phone,email,is_bank,is_public,is_inactive,rfb_source,rfb_fetched_at,extracted_at,extracted_by
10681801,IRMAOS GARCIA HORTIFRUTIGRANJEIROS,2062,DEMAIS,02,4633801,GO,GOIANIA,6235229105,,0,0,0,minhareceita,2026-09-03T23:46:34Z,2026-09-03T23:46:34Z,enrich
10721377,GERAES SERVICE LTDA,2062,MICRO EMPRESA,04,4213800,MG,CORONEL FABRICIANO,3138423717,,0,0,1,minhareceita,2026-09-04T00:06:20Z,2026-09-04T00:06:20Z,enrich
10758022,I. F. DOS SANTOS & CIA LTDA,2062,DEMAIS,02,3101200,PE,JOAO ALFREDO,8196491169,,0,0,0,minhareceita,2026-09-03T23:42:48Z,2026-09-03T23:42:48Z,enrich
10775286,CATAO CONFECCOES LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4781400,PE,RECIFE,000000000000,,0,0,0,minhareceita,2026-09-03T23:37:29Z,2026-09-03T23:37:29Z,enrich
10793428,FAIRFAX BRASIL SEGUROS CORPORATIVOS SA,2054,DEMAIS,02,6512000,SP,SAO PAULO,1130413023,,1,0,0,minhareceita,2026-09-03T23:37:45Z,2026-09-03T23:37:45Z,enrich
10811586,TETO PLANEJAMENTO E INCORPORACOES LTDA,2062,DEMAIS,02,4120400,AL,MACEIO,8233137983,,0,0,0,minhareceita,2026-09-03T23:44:09Z,2026-09-03T23:44:09Z,enrich
10821493,BARRETO E SILVA ADVOGADOS,2232,DEMAIS,02,6911701,MG,BELO HORIZONTE,3131942600,,0,0,0,minhareceita,2026-09-04T00:06:35Z,2026-09-04T00:06:35Z,enrich
10824074,ANELO SURGICAL COMERCIO DE PRODUTOS HOSPITALARES LTDA,2062,DEMAIS,02,4773300,RS,PORTO ALEGRE,5130199200,,0,0,0,minhareceita,2026-09-03T23:46:23Z,2026-09-03T23:46:23Z,enrich
10835932,COMPANHIA ENERGETICA DE PERNAMBUCO,2046,DEMAIS,02,3514000,PE,RECIFE,8132175226,,0,0,0,minhareceita,2026-09-03T23:40:21Z,2026-09-03T23:40:21Z,enrich
10885321,WEG LINHARES EQUIPAMENTOS ELETRICOS S/A,2054,DEMAIS,02,2710403,ES,LINHARES,2730481714,,0,0,0,minhareceita,2026-09-03T23:44:26Z,2026-09-03T23:44:26Z,enrich
10912900,RIO VERMELHO DISTRIBUICAO DE ALIMENTOS LTDA,2062,DEMAIS,02,4639701,DF,BRASILIA,6233103592,,0,0,0,minhareceita,2026-09-03T23:45:43Z,2026-09-03T23:45:43Z,enrich
10917212,CEREAIS FORMIGUENSE LTDA,2062,MICRO EMPRESA,02,4930202,RS,GETULIO VARGAS,5433412170,,0,0,0,minhareceita,2026-09-03T23:40:54Z,2026-09-03T23:40:54Z,enrich
10925045,OPTIMUM CONSULTORIA EM GESTAO PUBLICA E EMPRESARIAL LTDA,2062,MICRO EMPRESA,02,7020400,PB,CAMPINA GRANDE,8399750001,,0,0,0,minhareceita,2026-09-03T23:43:11Z,2026-09-03T23:43:11Z,enrich
10948651,SPRINGER CARRIER LTDA,2062,DEMAIS,02,2824102,RS,CANOAS,5134779593,,0,0,0,minhareceita,2026-09-03T23:46:48Z,2026-09-03T23:46:48Z,enrich
10956258,FEDERACAO PERNAMBUCANA DE FUTEBOL,3999,DEMAIS,02,9319101,PE,RECIFE,,,0,0,0,minhareceita,2026-09-03T23:37:22Z,2026-09-03T23:37:22Z,enrich
10962529,CALMAP INDUSTRIA DE CALCARIO LTDA,2062,DEMAIS,02,891600,PA,SAO GERALDO DO ARAGUAIA,8530820505,,0,0,0,minhareceita,2026-09-03T23:40:52Z,2026-09-03T23:40:52Z,enrich
11025734,MANNES TRANSPORTES LTDA,2062,DEMAIS,04,4930202,SC,GUARAMIRIM,4732741400,,0,0,1,minhareceita,2026-09-03T23:43:43Z,2026-09-03T23:43:43Z,enrich
11065453,COBREMACK INDUSTRIA DE CONDUTORES ELETRICOS LIMITADA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,2733300,BA,LAURO DE FREITAS,1141565531,,0,0,0,minhareceita,2026-09-03T23:40:32Z,2026-09-03T23:40:32Z,enrich
11069316,TUBOS TIGRE-ADS DO BRASIL LIMITADA,2062,DEMAIS,02,2223400,SP,RIO CLARO,1983420006,,0,0,0,minhareceita,2026-09-03T23:39:44Z,2026-09-03T23:39:44Z,enrich
11198594,TRISOFT MANTAS DE POLIESTER LTDA.,2062,DEMAIS,02,1351100,SP,ITAPEVI,1141437900,,0,0,0,minhareceita,2026-09-03T23:41:29Z,2026-09-03T23:41:29Z,enrich
11207104,CONSORCIO CONDUTO-EGESA,2151,DEMAIS,02,4663000,PE,IPOJUCA,8139742770,,0,0,0,minhareceita,2026-09-03T23:45:03Z,2026-09-03T23:45:03Z,enrich
11225183,GSV MONTAGENS INDUSTRIAIS LTDA,2062,DEMAIS,02,2511000,GO,GOIANESIA,6233536092,,0,0,0,minhareceita,2026-09-03T23:40:53Z,2026-09-03T23:40:53Z,enrich
11229328,PISOCOM - CONSTRUCOES E COMERCIO LTDA,2062,MICRO EMPRESA,04,4399103,PE,PETROLINA,7436118357,,0,0,1,minhareceita,2026-09-03T23:43:50Z,2026-09-03T23:43:50Z,enrich
11230832,PLASTICOS TANGARA LTDA,2062,DEMAIS,02,4689399,SC,TANGARA,4935321511,,0,0,0,minhareceita,2026-09-03T23:39:18Z,2026-09-03T23:39:18Z,enrich
11263858,OUROMED SERVICO MOVEL DE SAUDE LTDA,2062,EMPRESA DE PEQUENO PORTE,02,8622400,MG,BELO HORIZONTE,3121282020,,0,0,0,minhareceita,2026-09-03T23:45:11Z,2026-09-03T23:45:11Z,enrich
11283356,PHILCO ELETRONICOS SA,2054,DEMAIS,02,6463800,PR,CURITIBA,4132187700,,1,0,0,minhareceita,2026-09-03T23:46:17Z,2026-09-03T23:46:17Z,enrich
11287642,APIUNA COMERCIAL TEXTIL LTDA.,2062,DEMAIS,02,4689399,SC,APIUNA,4733531558,,0,0,0,minhareceita,2026-09-03T23:46:01Z,2026-09-03T23:46:01Z,enrich
11303092,KLT PARTICIPACOES SA,2054,DEMAIS,02,6462000,SC,ITAJAI,4730628301,,1,0,0,minhareceita,2026-09-03T23:36:56Z,2026-09-03T23:36:56Z,enrich
11324540,J. CONFORT FABRICACAO DE MOVEIS E ESTOFADOS LTDA,2062,DEMAIS,02,3101200,PE,JOAO ALFREDO,8136281296,,0,0,0,minhareceita,2026-09-03T23:42:50Z,2026-09-03T23:42:50Z,enrich
11341399,RUHRPUMPEN DO BRASIL INDUSTRIA E COMERCIO DE BOMBAS HIDRAULICAS LTDA.,2062,DEMAIS,08,4669901,SP,SAO PAULO,1137998175,,0,0,1,minhareceita,2026-09-03T23:46:00Z,2026-09-03T23:46:00Z,enrich
11385941,TITAN PNEUS DO BRASIL LTDA,2062,DEMAIS,02,2211100,SP,SAO PAULO,1121777360,,0,0,0,minhareceita,2026-09-03T23:37:21Z,2026-09-03T23:37:21Z,enrich
11417016,SCANIA BANCO S.A.,2054,DEMAIS,02,6431000,SP,SAO BERNARDO DO CAMPO,1132140820,,1,0,0,minhareceita,2026-09-03T23:38:03Z,2026-09-03T23:38:03Z,enrich
11436813,ADLIM-TERCEIRIZACAO EM SERVICOS LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,7830200,PE,BEZERROS,,,0,0,0,minhareceita,2026-09-03T23:36:56Z,2026-09-03T23:36:56Z,enrich
11486977,ENVTECH DO BRASIL DESCONTAMINACOES INDUSTRIAIS LTDA,2062,DEMAIS,02,3314799,RJ,PETROPOLIS,3184477021,,0,0,0,minhareceita,2026-09-03T23:37:14Z,2026-09-03T23:37:14Z,enrich
11504852,NOVA S.R.M. ADMINISTRACAO DE RECURSOS E FINANCAS S/A,2054,DEMAIS,02,6630400,SP,SAO PAULO,1133342100,,1,0,0,minhareceita,2026-09-03T23:40:00Z,2026-09-03T23:40:00Z,enrich
11507489,BFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2224,DEMAIS,02,6470101,SP,SAO PAULO,1128273500,,1,0,0,minhareceita,2026-09-03T23:39:54Z,2026-09-03T23:39:54Z,enrich
11516792,BRANDT SOLUCOES EM AGRICULTURA LTDA,2062,DEMAIS,02,2013402,PR,CAMBE,4333452323,,0,0,0,minhareceita,2026-09-03T23:43:02Z,2026-09-03T23:43:02Z,enrich
11516861,AGUIA SERVICOS DE VIGILANCIA LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,8011101,PE,RECIFE,8132526115,,0,0,0,minhareceita,2026-09-03T23:37:05Z,2026-09-03T23:37:05Z,enrich
11581339,BMP SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA,2062,DEMAIS,02,6437900,SP,SAO PAULO,1138109313,,1,0,0,minhareceita,2026-09-03T23:38:29Z,2026-09-03T23:38:29Z,enrich
11647586,NICSA FORNECIMENTO DE MATERIAIS ELETRICOS S.A.,2054,DEMAIS,08,4673700,RJ,RIO DE JANEIRO,2132825037,,0,0,1,minhareceita,2026-09-04T00:06:42Z,2026-09-04T00:06:42Z,enrich
11679253,ITABOX INDUSTRIA E COMERCIO DE MOVEIS DE MADEIRA LTDA,2062,DEMAIS,02,3101200,SP,ITAPETININGA,1437112222,,0,0,0,minhareceita,2026-09-03T23:41:21Z,2026-09-03T23:41:21Z,enrich
11730935,MASTER HIGIMED COMERCIAL DE PRODUTOS DE HIGIENIZACAO E HOSPITALARES LTDA,2062,DEMAIS,02,4649408,SP,SAO PAULO,1139962467,,0,0,0,minhareceita,2026-09-03T23:46:59Z,2026-09-03T23:46:59Z,enrich
11841434,LIBER EMPREENDIMENTOS IMOBILIARIOS LTDA,2062,DEMAIS,02,6810201,PE,RECIFE,8132526115,,0,0,0,minhareceita,2026-09-03T23:41:16Z,2026-09-03T23:41:16Z,enrich
12032271,JMS LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA,2062,MICRO EMPRESA,04,7719599,MG,UBERABA,3488246991,,0,0,1,minhareceita,2026-09-03T23:43:40Z,2026-09-03T23:43:40Z,enrich
12066015,SERVI SAN VIGILANCIA E TRANSPORTE DE VALORES LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,8011101,PI,TERESINA,8621071418,,0,0,0,minhareceita,2026-09-03T23:46:35Z,2026-09-03T23:46:35Z,enrich
12067326,PRIORI SEMENTES E DEFENSIVOS AGRICOLAS LTDA,2062,DEMAIS,02,5211701,GO,JATAI,6436362641,,0,0,0,minhareceita,2026-09-03T23:41:27Z,2026-09-03T23:41:27Z,enrich
12073848,JC SOCCER TALENTS MARKETING ESPORTIVO LTDA,2062,DEMAIS,02,7490105,RJ,RIO DE JANEIRO,2139708940,,0,0,0,minhareceita,2026-09-03T23:45:38Z,2026-09-03T23:45:38Z,enrich
12090641,RONAN RODRIGUES DOS SANTOS,2135,MICRO EMPRESA,08,5611201,SE,PROPRIA,,,0,0,1,minhareceita,2026-09-03T23:41:57Z,2026-09-03T23:41:57Z,enrich
12095666,UNIDADE REVENDEDORA DE BEBIDAS LTDA,2062,DEMAIS,02,4635402,GO,PORANGATU,6284558905,,0,0,0,minhareceita,2026-09-03T23:41:46Z,2026-09-03T23:41:46Z,enrich
12107667,JRS EMPREENDIMENTOS IMOBILIARIOS LTDA,2062,DEMAIS,02,6463800,MT,VARZEA GRANDE,6533882518,,1,0,0,minhareceita,2026-09-03T23:40:09Z,2026-09-03T23:40:09Z,enrich
12141105,IJB INDUSTRIA E COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA.,2062,DEMAIS,08,2391501,SP,SANTANA DE PARNAIBA,1126082200,,0,0,1,minhareceita,2026-09-03T23:45:12Z,2026-09-03T23:45:12Z,enrich
12144737,CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL MASTER - EM LIQUIDACAO,2224,DEMAIS,02,6470101,SP,SAO PAULO,4130740909,,1,0,0,minhareceita,2026-09-03T23:40:51Z,2026-09-03T23:40:51Z,enrich
12163083,100PORCENTO SOLUCOES CONSULTORIA EM GESTAO EMPRESARIAL LTDA,2062,MICRO EMPRESA,08,7020400,PE,RECIFE,8133227091,,0,0,1,minhareceita,2026-09-03T23:40:08Z,2026-09-03T23:40:08Z,enrich
12222798,C.H.F. ONE PARTICIPACOES LTDA,2062,DEMAIS,02,6462000,SP,SAO PAULO,1120876740,,1,0,0,minhareceita,2026-09-03T23:42:27Z,2026-09-03T23:42:27Z,enrich
12272084,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,2054,DEMAIS,02,3514000,AL,MACEIO,000000000000,,0,0,0,minhareceita,2026-09-03T23:40:41Z,2026-09-03T23:40:41Z,enrich
12286944,CONSTRUTORA HUMBERTO LOBO LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4120400,AL,MACEIO,8232413599,,0,0,0,minhareceita,2026-09-03T23:43:39Z,2026-09-03T23:43:39Z,enrich
12301881,GYNNOX IROS COMERCIO E INDUSTRIA LTDA,2062,EMPRESA DE PEQUENO PORTE,02,1629301,GO,GOIANIA,6285976863,,0,0,0,minhareceita,2026-09-03T23:45:27Z,2026-09-03T23:45:27Z,enrich
12417429,COMERCIAL DE ALIMENTOS NO. 10 LTDA.,2062,DEMAIS,02,4639701,PR,ALMIRANTE TAMANDARE,4136574565,,0,0,0,minhareceita,2026-09-03T23:46:28Z,2026-09-03T23:46:28Z,enrich
12420164,CM HOSPITALAR S.A.,2046,DEMAIS,02,4644301,SP,RIBEIRAO PRETO,4733218450,,0,0,0,minhareceita,2026-09-03T23:43:27Z,2026-09-03T23:43:27Z,enrich
12442737,UNIMED MACEIO COOPERATIVA DE TRABALHO MEDICO,2143,DEMAIS,02,6550200,AL,MACEIO,8221211600,,1,0,0,minhareceita,2026-09-03T23:37:43Z,2026-09-03T23:37:43Z,enrich
12447077,BRASIL ASFALTOS LTDA,2062,DEMAIS,02,2399199,BA,CANDEIAS,7131182100,,0,0,0,minhareceita,2026-09-03T23:37:21Z,2026-09-03T23:37:21Z,enrich
12459961,SALUS COMERCIO DE PRODUTOS DE SAUDE E NUTRICAO ANIMAL S.A.,2054,DEMAIS,02,1066000,SP,SANTO ANTONIO DE POSSE,1938677700,,0,0,0,minhareceita,2026-09-03T23:46:08Z,2026-09-03T23:46:08Z,enrich
12554601,"ANJUU IMPORTACAO, EXPORTACAO E COMERCIO DE CONFECCOES LTDA",2062,DEMAIS,02,4642701,SC,ARAQUARI,1120816261,,0,0,0,minhareceita,2026-09-03T23:41:02Z,2026-09-03T23:41:02Z,enrich
12556552,FAMETAL FABRICACAO ESQUADRIAS METALICAS LTDA,2062,EMPRESA DE PEQUENO PORTE,04,2542000,PR,CURITIBA,4130168548,,0,0,1,minhareceita,2026-09-03T23:43:16Z,2026-09-03T23:43:16Z,enrich
12613484,POTENCIAL AGRO S/A,2054,DEMAIS,02,1932200,PR,LAPA,4131633000,,0,0,0,minhareceita,2026-09-03T23:44:04Z,2026-09-03T23:44:04Z,enrich
12656690,DISTRITO DE IRRIGACAO DO PERIMETRO SENADOR NILO COELHO,3999,DEMAIS,02,9430800,PE,PETROLINA,8739863565,,0,0,0,minhareceita,2026-09-03T23:43:13Z,2026-09-03T23:43:13Z,enrich
12692416,VALVITALIA SPA,2216,DEMAIS,02,6462000,EX,EXTERIOR,000000000000,,1,0,0,minhareceita,2026-09-03T23:39:05Z,2026-09-03T23:39:05Z,enrich
12721248,ENGETELA COMERCIO E SERVICOS LTDA,2062,DEMAIS,02,4744099,MG,TRES PONTAS,3532652599,,0,0,0,minhareceita,2026-09-03T23:45:59Z,2026-09-03T23:45:59Z,enrich
12749549,MTC INCORPORACOES IMOBILIARIAS LTDA,2062,DEMAIS,02,4110700,RS,CAXIAS DO SUL,5430281551,,0,0,0,minhareceita,2026-09-03T23:42:43Z,2026-09-03T23:42:43Z,enrich
12863297,"LOGOMAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA",2062,DEMAIS,02,4684201,SC,ITAJAI,4733499700,,0,0,0,minhareceita,2026-09-03T23:43:25Z,2026-09-03T23:43:25Z,enrich
12889035,INOVAMED HOSPITALAR LTDA,2062,DEMAIS,02,4644301,RS,ERECHIM,5421067930,,0,0,0,minhareceita,2026-09-03T23:39:37Z,2026-09-03T23:39:37Z,enrich
12927088,"CIA DO JEANS INDUSTRIA, COMERCIO E IMPORTACAO S/A",2054,DEMAIS,02,1412601,ES,COLATINA,3134125001,,0,0,0,minhareceita,2026-09-03T23:40:45Z,2026-09-03T23:40:45Z,enrich
12995199,TECNOPLAST S.A - INDUSTRIA E COMERCIO DE PLASTICOS,2054,DEMAIS,02,1313800,PR,CURITIBA,4133328383,,0,0,0,minhareceita,2026-09-03T23:43:41Z,2026-09-03T23:43:41Z,enrich
13177802,SAFEGOLD GERENCIAMENTO DE CAPITAL LTDA,2062,DEMAIS,02,7020400,PR,CURITIBA,4135008044,,0,0,0,minhareceita,2026-09-03T23:44:23Z,2026-09-03T23:44:23Z,enrich
13217111,CC TELHAS LTDA,2062,EMPRESA DE PEQUENO PORTE,02,4744099,PE,IPOJUCA,8135512989,,0,0,0,minhareceita,2026-09-03T23:41:55Z,2026-09-03T23:41:55Z,enrich
13241077,PREMIERSEG INDUSTRIA E COMERCIO LTDA,2062,EMPRESA DE PEQUENO PORTE,02,3292202,SP,GUARULHOS,1129372732,,0,0,0,minhareceita,2026-09-03T23:41:03Z,2026-09-03T23:41:03Z,enrich
13259183,MONFORTE ALIMENTOS LTDA,2062,DEMAIS,02,4634601,SP,TUPA,1434415037,,0,0,0,minhareceita,2026-09-03T23:41:53Z,2026-09-03T23:41:53Z,enrich
13333090,NIPRO MEDICAL CORPORATION PRODUTOS MEDICOS LTDA.,2062,DEMAIS,02,4645101,SP,SAO PAULO,1136430555,,0,0,0,minhareceita,2026-09-03T23:39:35Z,2026-09-03T23:39:35Z,enrich
13465659,SPRINT TEXTIL COMERCIAL LTDA,2062,DEMAIS,08,1323500,SP,AMERICANA,1934729400,,0,0,1,minhareceita,2026-09-03T23:46:55Z,2026-09-03T23:46:55Z,enrich
13477127,PORTAL DO AEROPORTO LOGISTICA LTDA,2062,DEMAIS,02,6810202,PR,SAO JOSE DOS PINHAIS,4131344003,,0,0,0,minhareceita,2026-09-03T23:39:55Z,2026-09-03T23:39:55Z,enrich
13478113,PACK BIG BAG INDUSTRIA DE EMBALAGENS LTDA,2062,DEMAIS,02,1359600,SP,CASA BRANCA,1936712600,,0,0,0,minhareceita,2026-09-03T23:46:51Z,2026-09-03T23:46:51Z,enrich
13499112,EMPREENDIMENTOS IMOBILIARIOS VILLA LOBOS II LTDA,2062,DEMAIS,08,4110700,SP,SEBASTIANOPOLIS DO SUL,1734268130,,0,0,1,minhareceita,2026-09-03T23:43:36Z,2026-09-03T23:43:36Z,enrich
13518309,BELL - BRASIL ENGENHARIA E LOCACOES LTDA.,2062,DEMAIS,08,7732201,SP,OSASCO,1150814800,,0,0,1,minhareceita,2026-09-03T23:38:59Z,2026-09-03T23:38:59Z,enrich
13620193,PAX BRAZIL AGROINDUSTRIA LTDA,2062,DEMAIS,02,4639701,SP,SAO PAULO,1136287656,,0,0,0,minhareceita,2026-09-03T23:39:53Z,2026-09-03T23:39:53Z,enrich
13726078,CAUANA INDUSTRIA COMERCIO E REPRESENTACOES LTDA,2062,MICRO EMPRESA,02,1412601,MG,NOVA LIMA,3125810599,,0,0,0,minhareceita,2026-09-03T23:42:00Z,2026-09-03T23:42:00Z,enrich
13829957,BRASQUIMICA PRODUTOS ASFALTICOS LTDA,2062,DEMAIS,02,4684299,BA,SALVADOR,7131182100,,0,0,0,minhareceita,2026-09-03T23:37:42Z,2026-09-03T23:37:42Z,enrich
13884068,"UNICHARM DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA.,",2062,DEMAIS,02,1742701,SP,JAGUARIUNA,1933703249,,0,0,0,minhareceita,2026-09-03T23:43:57Z,2026-09-03T23:43:57Z,enrich
13967029,SILVA E LIMA SERVICOS TERCEIRIZADOS LTDA,2062,DEMAIS,04,4930202,AL,MARECHAL DEODORO,8233771895,,0,0,1,minhareceita,2026-09-04T00:06:41Z,2026-09-04T00:06:41Z,enrich
14014246,INCENHA TRANSPORTES LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4930203,PR,UMUARAMA,4436233166,,0,0,0,minhareceita,2026-09-03T23:47:12Z,2026-09-03T23:47:12Z,enrich
14177238,G & F ASSESSORIA CONSULTORIA EMPREENDIMENTOS E PARTICIPACOES LTDA,2062,DEMAIS,02,6462000,SC,FLORIANOPOLIS,4891882618,,1,0,0,minhareceita,2026-09-03T23:38:11Z,2026-09-03T23:38:11Z,enrich
14263981,MG6 INVESTIMENTOS LTDA,2062,DEMAIS,08,8219999,SP,SANTANA DE PARNAIBA,1141980095,,0,0,1,minhareceita,2026-09-03T23:37:17Z,2026-09-03T23:37:17Z,enrich
14325185,PROTEGO BRASIL VALVULAS E CORTA CHAMAS LTDA,2062,DEMAIS,02,2813500,RJ,RIO DE JANEIRO,2121125700,,0,0,0,minhareceita,2026-09-03T23:38:25Z,2026-09-03T23:38:25Z,enrich
14492564,POLYEXCEL INDUSTRIA E COMERCIO DE COMPOSTOS POLIMERICOS LTDA,2062,DEMAIS,02,2229302,SP,BARUERI,1141616775,,0,0,0,minhareceita,2026-09-03T23:42:13Z,2026-09-03T23:42:13Z,enrich
14492954,COLE LOG IMPORTACAO E EXPORTACAO ARMAZENAGEM TRANSPORTES E LOGISTICA LTDA,2062,DEMAIS,04,4930202,SP,SAO PAULO,1147896656,,0,0,1,minhareceita,2026-09-03T23:46:57Z,2026-09-03T23:46:57Z,enrich
14547859,PLANALTO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,2062,DEMAIS,02,4731800,PB,SANTA RITA,8399843530,,0,0,0,minhareceita,2026-09-03T23:47:23Z,2026-09-03T23:47:23Z,enrich
14723388,BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA,2062,DEMAIS,02,6493000,PR,LONDRINA,4333777400,,1,0,0,minhareceita,2026-09-03T23:41:32Z,2026-09-03T23:41:32Z,enrich
14724478,M.C. ARRUDA ADMINISTRADORA DE BENS S.A.,2054,DEMAIS,02,6822600,PE,RECIFE,8133142110,,0,0,0,minhareceita,2026-09-03T23:47:05Z,2026-09-03T23:47:05Z,enrich
14774074,COELHO PROCESSAMENTOS DE DADOS LTDA,2062,MICRO EMPRESA,02,4930201,GO,GOIANESIA,6233899200,,0,0,0,minhareceita,2026-09-03T23:46:36Z,2026-09-03T23:46:36Z,enrich
14898243,CONSENCO EDIFICACOES E INCORPORACOES TUCCI CAVALCANTE LTDA,2062,DEMAIS,02,4120400,AL,MACEIO,8233558557,,0,0,0,minhareceita,2026-09-03T23:44:23Z,2026-09-03T23:44:23Z,enrich
15102098,COMPANHIA VALENCA INDUSTRIAL,2054,DEMAIS,02,1321900,BA,VALENCA,7536433188,,0,0,0,minhareceita,2026-09-03T23:44:16Z,2026-09-03T23:44:16Z,enrich
15107246,MUCAMBO S/A,2054,DEMAIS,08,2219600,BA,ILHEUS,7321013700,,0,0,1,minhareceita,2026-09-03T23:46:31Z,2026-09-03T23:46:31Z,enrich
15114366,BANCO BOCOM BBM S.A.,2054,DEMAIS,02,6422100,BA,SALVADOR,7132432666,,1,0,0,minhareceita,2026-09-03T23:39:25Z,2026-09-03T23:39:25Z,enrich
15129010,CIMAR - CIMENTOS DO MARANHAO S.A.,2054,DEMAIS,02,2320600,MA,SAO LUIS,1123602033,,0,0,0,minhareceita,2026-09-03T23:40:15Z,2026-09-03T23:40:15Z,enrich
15419865,SUPREME SOCIEDADE INCORPORADORA SPE LTDA,2062,DEMAIS,04,4110700,SP,TAUBATE,1296507339,,0,0,1,minhareceita,2026-09-03T23:42:23Z,2026-09-03T23:42:23Z,enrich
15626673,NORTESUL COMERCIAL AGRICOLA LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4623199,TO,PALMAS,6336024239,,0,0,0,minhareceita,2026-09-03T23:37:27Z,2026-09-03T23:37:27Z,enrich
15640226,EMPREENDIMENTO IMOBILIARIO IB GATTO SPE LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4120400,AL,MACEIO,8211111111,,0,0,0,minhareceita,2026-09-03T23:43:48Z,2026-09-03T23:43:48Z,enrich
15660513,TRESBOMM COMERCIO E EXPORTACAO DE GRAOS LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4623199,PR,PALOTINA,4436491240,,0,0,0,minhareceita,2026-09-03T23:38:06Z,2026-09-03T23:38:06Z,enrich
16005431,LATICINIOS J L LTDA,2062,DEMAIS,02,1052000,GO,ORIZONA,,,0,0,0,minhareceita,2026-09-03T23:45:50Z,2026-09-03T23:45:50Z,enrich
16404287,SUZANO S.A.,2046,DEMAIS,02,1710900,BA,SALVADOR,1136365000,,0,0,0,minhareceita,2026-09-03T23:37:30Z,2026-09-03T23:37:30Z,enrich
16620321,ALBUQUERQUE SOCCER ATIVIDADES ESPORTIVAS LTDA,2062,DEMAIS,02,9319101,PE,OLINDA,8199941904,,0,0,0,minhareceita,2026-09-03T23:42:42Z,2026-09-03T23:42:42Z,enrich
16629296,CASA NOVA EMPREENDIMENTOS IMOBILIARIOS LTDA,2062,DEMAIS,02,4120400,PE,OLINDA,8192678720,,0,0,0,minhareceita,2026-09-03T23:43:25Z,2026-09-03T23:43:25Z,enrich
16693500,VFS SISTEMA ELETRONICO DE ALARME LTDA,2062,DEMAIS,02,7739099,PE,RECIFE,8134239384,,0,0,0,minhareceita,2026-09-03T23:47:07Z,2026-09-03T23:47:07Z,enrich
16727386,RIOPAR PARTICIPACOES S.A.,2054,DEMAIS,02,6463800,RJ,RIO DE JANEIRO,2130131415,,1,0,0,minhareceita,2026-09-03T23:44:13Z,2026-09-03T23:44:13Z,enrich
16820052,PRIMA FOODS S.A.,2054,DEMAIS,02,1011201,MG,ARAGUARI,3421082200,,0,0,0,minhareceita,2026-09-03T23:43:18Z,2026-09-03T23:43:18Z,enrich
16849231,ITAMBE MINAS COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,2062,DEMAIS,02,1052000,MG,BELO HORIZONTE,3121263700,,0,0,0,minhareceita,2026-09-03T23:45:45Z,2026-09-03T23:45:45Z,enrich
16887969,JRP GESTAO DE ATIVOS LTDA,2062,DEMAIS,02,6463800,PR,CURITIBA,4135141000,,1,0,0,minhareceita,2026-09-03T23:44:46Z,2026-09-03T23:44:46Z,enrich
16978251,RAVATO DISTRIBUIDORA DE COMBUSTIVEIS LTDA,2062,DEMAIS,02,4681801,PR,SAO MATEUS DO SUL,4235202100,,0,0,0,minhareceita,2026-09-03T23:42:01Z,2026-09-03T23:42:01Z,enrich
16987597,ALLOXY ESPECIALIDADES QUIMICAS LTDA,2062,DEMAIS,02,4684299,PR,SAO JOSE DOS PINHAIS,4133830233,,0,0,0,minhareceita,2026-09-03T23:45:56Z,2026-09-03T23:45:56Z,enrich
17115437,LABORATORIO GLOBO SA,2054,DEMAIS,02,2121101,MG,SAO JOSE DA LAPA,3136233500,,0,0,0,minhareceita,2026-09-03T23:44:10Z,2026-09-03T23:44:10Z,enrich
17159229,LABORATORIO TEUTO BRASILEIRO S/A,2054,DEMAIS,02,2121101,GO,ANAPOLIS,6233102000,,0,0,0,minhareceita,2026-09-03T23:39:14Z,2026-09-03T23:39:14Z,enrich
