case_number,debtor_name,debtor_cnpj,cnpj_source,name_match,razao_social,situacao,situacao_desc,porte,capital_social,uf,municipio,cnae_desc,rfb_source,band,band_reasons,plan_status,stage,filing_year,last_movement,updated_at,display_name,display_source,verified_name,verified_cnpj,group_members,administrator,proceeding,verified_confidence,verified_evidence,verified_at
0296812-39.2015.8.21.0001,5063950-35.2020.8.21.0001 | CB2D,,,,,,,,,,,,,C,"11y since filing, no plan document",UNKNOWN,,2015,,2026-09-04T16:58:31Z,,,,,,,,,,
0300301-76.2018.8.24.0072,TRANSPORTADORA TELLES LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,TRANSPORTADORA TELLES LTDA,hint,,,,,,,,
0300411-14.2014.8.24.0073,"Gustavo Becker Menegatti apresentado, uma vez que, inicia",,,,,,,,,,,,,C,"12y since filing, no plan document",UNKNOWN,,2014,,2026-09-04T16:58:31Z,BLUE HILL HOTEL,hint,,,,,,,,
0300471-34.2014.8.24.0025,requerida por Confecções Andrimalhas Ltda,81864563000120,doc:514a4c8b score=2,0.7441860465116279,CONFECCOES ANDRIMALHAS LTDA,02,ATIVA,DEMAIS,100000,SC,GASPAR,Comércio atacadista de tecidos,minhareceita,C,"12y since filing, no plan document",UNKNOWN,,2014,,2026-09-04T16:58:31Z,CONFECCOES ANDRIMALHAS LTDA,rfb,,,,,,,,
0300754-52.2017.8.24.0025,CONFECÇÕES ROLÚ LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,CONFECÇÕES ROLÚ LTDA,hint,,,,,,,,
0300841-02.2018.8.24.0048,ARXO INDUSTRIAL DO BRASIL LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,ARXO INDUSTRIAL DO BRASIL LTDA,hint,,,,,,,,
0300852-53.2018.8.24.0073,BLUE HILL HOTEL – GRUPO REUTER – Sgrott Administradora Judicial e Consultoria Empresarial,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,BLUE HILL HOTEL,hint,,,,,,,,
0301015-33.2016.8.24.0031,DICARLO MOVEIS E ACESSORIOS PARA CASA E LOJAS LTDA,01314776000149,doc:98f99945 score=5,0.7441860465116279,DECOR MOVEIS PARA LOJA LTDA,02,ATIVA,DEMAIS,1500000,SC,BLUMENAU,Comércio atacadista de móveis e artigos de colchoaria,minhareceita,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,DICARLO Móveis e Acessórios para Casa e Lojas Ltda,pdf-read,DICARLO Móveis e Acessórios para Casa e Lojas Ltda,01314776000149,[],,RJ,0.97,"82aff00d p.1 footer: 'DICARLO Móveis e Acessórios para Casa e Lojas Ltda 01.314.776/0001-49 01.314.776/0002-20 ...' (header 'CLASSE I - Credores Trabalhistas Art. 51, Inciso III - Lei 11.101/2005'); 98f99945 p.1: 'RECUPERAÇÃO JUDICIAL Nº 0301015-33.2016.8.24.0031/SC AUTOR: DICARLO MOVEIS E ACESSORIOS PARA CASA E LOJAS LTDA ... CNPJ: 01314776000149'",2026-09-04T16:58:30Z
0301188-65.2018.8.24.0135,e processa,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,ARXO INDUSTRIAL DO BRASIL LTDA,hint,,,,,,,,
0301494-08.2016.8.24.0037,EMPRESA,01015507000181,doc:14a11615 score=2,0.22857142857142862,LEAL ENGENHARIA QUIMICA LTDA,,,,,,,,NAME_MISMATCH,B,plan/homologation document found; but case is 10y old,CONFIRMED,,2016,,2026-09-04T16:58:31Z,LEAL ENGENHARIA QUÍMICA LTDA,hint,,,,,,,,
0302174-63.2015.8.24.0025,CONFECÇÕES ANDRIMALHAS LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,60746948000112,doc:d403116b score=3,0.2476190476190476,BANCO BRADESCO S.A.,,,,,,,,NAME_MISMATCH,C,"11y since filing, no plan document",UNKNOWN,,2015,,2026-09-04T16:58:31Z,CONFECÇÕES ANDRIMALHAS LTDA,pdf-read,CONFECÇÕES ANDRIMALHAS LTDA,,[],,RJ,0.85,"d403116b p.1: 'RELAÇÃO DE CREDORES DO ADMINISTRADOR JUDICIAL (Art. 7º) / EMPRESA: CONFECÇÕES ANDRIMALHAS LTDA / RELAÇÃO DE CREDORES GARANTIA REAL'; p.3: 'RESUMO DA RELAÇÃO DE CREDORES ... 94 TOTAL GERAL 7.709.567,28'",2026-09-04T16:58:30Z
0303781-85.2017.8.24.0011,Terraplanagem Transportes AZZA Eireli - Real Brasil Consultoria,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,Terraplanagem Transportes AZZA Eireli,hint,,,,,,,,
0307130-42.2016.8.24.0008,SULBRASIL INCORPORACAO LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,SULBRASIL INCORPORACAO LTDA,hint,,,,,,,,
0311937-30.2016.8.24.0033,F.MARINE INDÚSTRIA E COMÉRCIO DE PRODUTOS NÁUTICOS LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,F.MARINE INDÚSTRIA E COMÉRCIO DE PRODUTOS NÁUTICOS LTDA,hint,,,,,,,,
0315021-46.2018.8.24.0008,BLUFIX INDÚSTRIA E COMÉRCIO LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,82638388000115,reader,0.7222222222222223,BLUFIX INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,2250000,SC,BLUMENAU,Fabricação de outros produtos de metal não especificados anteriormente,minhareceita,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,BLUFIX IND. E COM. LTDA,pdf-read,BLUFIX IND. E COM. LTDA,82638388000115,[],,RJ,0.9,"p.1 of 9d5f782a: ""RELAÇÃO DE CREDORES DO ADMINISTRADOR JUDICIAL (Art. 7º) BLUFIX IND. E COM. LTDA - CNPJ: 82.638.388/0001-15 - RUA ARNO DELLING, Nº 1290 - BAIRRO ITOUPAVAZINHA - BLUMENAU - SC""; p.14: ""QUADRO RESUMO DOS CREDORES DA BLUFIX LTDA ... 322 TOTAIS 4.545.050,78""",2026-09-04T16:58:30Z
0321200-64.2016.8.24.0008,BLUFIX INDÚSTRIA E COMÉRCIO LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,82638388000115,doc:ab85061f score=3,0.6206896551724138,BLUFIX INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,2250000,SC,BLUMENAU,Fabricação de outros produtos de metal não especificados anteriormente,minhareceita,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,BLUFIX INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
0324544-58.2009.8.26.0100,EATALY BRASIL COMERCIO E DISTRIBUIÇÃO DE ALIMENTOS LTDA,15504701000135,doc:716d80d5 score=5,0.8703703703703703,JKFM BRASIL COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,02,ATIVA,DEMAIS,95016870,SP,SAO PAULO,Restaurantes e similares,minhareceita,C,"17y since filing, no plan document",UNKNOWN,,2009,,2026-09-04T16:58:31Z,JKFM BRASIL COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,rfb,,,,,,,,
0600328-51.2014.8.24.0031,e da possibilidade concreta de seja ordenada por Vossa,,,,,,,,,,,,,C,"12y since filing, no plan document",UNKNOWN,,2014,,2026-09-04T16:58:31Z,DICARLO MÓVEIS E ACESSÓRIOS PARA CASA E LOJAS LTDA,hint,,,,,,,,
0604226-98.1997.8.26.0100,"GateKeeper | Recuperação Judicial em São Paulo – Ética, técnica e profissionalismo na administração judicial de processos de recuperação e falência.",,,,,,,,,,,,,C,"29y since filing, no plan document",UNKNOWN,,1997,,2026-09-04T16:58:31Z,GateKeeper,hint,,,,,,,,
0652260-87.2018.8.04.0001,empresa,05531532000179,doc:572e76f0 score=5,0.17647058823529405,SELVATRANS ESTALEIRO E NAVEGACAO LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,SELVATRANS ESTALEIRO E NAVEGACAO LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
0700087-51.2020.8.02.0043,empresa,12436978000180,doc:857975b5 score=3,0.21621621621621628,AUTO POSTO FREITAS & MAIA LTDA,,,,,,,,NAME_MISMATCH,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-08-03,2026-09-04T16:58:31Z,AUTO POSTO FREITAS & MAIA LTDA,pdf-read,AUTO POSTO FREITAS & MAIA LTDA,12436978000180,[],"LINDOSO E ARAUJO CONSULTORIA EMPRESARIAL LTDA (José Luiz Lindoso da Silva, CORECON/PE 4819)",RJ,0.98,"[857975b5 p.1] 'Autos n: 0700087-51.2020.8.02.0043 Ação: Recuperação Judicial Requerente: Auto Posto Freitas & Maia LTDA … AUTO POSTO FREITAS & MAIA LTDA, pessoa jurídica de direito privado, CNPJ nº 12.436.978/0001-80'; [15a3f600 p.1] 'Recuperação Judicial de AUTO POSTO FREITAS & MAIA LTDA. … RELAÇÃO DE CREDORES (Segunda Lista de Credores) … art. 7º'",2026-09-04T16:58:30Z
0700116-36.2022.8.02.0042,LAGINHA AGRO INDUSTRIAL S/A - Vivante Gestão e Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2022,,2026-09-04T16:58:31Z,LAGINHA AGRO INDUSTRIAL S/A,hint,,,,,,,,
0700256-03.2019.8.02.0066,Grupo Arnon de Mello — Lindoso e Araujo,12503801000159,reader,0.35294117647058826,GAZETA DE ALAGOAS LTDA - EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,GRUPO ARNON DE MELLO,pdf-read,GRUPO ARNON DE MELLO,12503801000159,"[""Gazeta de Alagoas Ltda"", ""TV GAZETA DE ALAGOAS LTDA."", ""RÁDIO GAZETA DE ALAGOAS LTDA."", ""GAZETA DE ALAGOAS ON LINE LTDA."", ""GRÁFICA EDITORA GAZETA DE ALAGOAS LTDA."", ""RÁDIO CLUBE DE ALAGOAS LTDA."", ""OAM PUBLICIDADE, CONSULTORIA E ORGANIZAÇÃO DE EVENTOS LTDA."", ""TV MAR LTDA."", ""ORGANIZAÇÃO ARNON DE MELLO ASSESSORIA E ADMINISTRAÇÃO EMPRESARIAL LTDA.""]",Lindoso e Araujo Consultoria Empresarial Ltda. (José Luiz Lindoso da Silva),RJ,0.97,"8d882092 p.1: ""Autos n: 0700256-03.2019.8.02.0066 / Ação: Recuperação Judicial / Requerente: Gazeta de Alagoas Ltda / EDITAL QUE TRATA O § 2º DO ART. 7º E ART. 55 ... a sociedade administradora judicial, Lindoso e Araujo Consultoria Empresarial Ltda., apresentou a relação de credores""; 60fd9c01 p.1: ""RECUPERAÇÃO JUDICIAL do GRUPO ARNON DE MELLO""",2026-09-04T16:58:30Z
0700296-64.2018.8.02.0051,Usina Sa,12607842000195,doc:cb9119cb score=3,0.7692307692307692,USINA SANTA CLOTILDE S/A - EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,,AL,RIO LARGO,Fabricação de açúcar em bruto,minhareceita,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,USINA SANTA CLOTILDE S/A - EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
0700434-14.2025.8.02.0042,LAGINHA AGRO INDUSTRIAL S/A - Vivante Gestão e Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2025,,2026-09-04T16:58:31Z,LAGINHA AGRO INDUSTRIAL S/A,hint,,,,,,,,
0701237-50.2019.8.07.0015,Insolvência Civil de  Ambrosino de Serpa Coutinho – VTL,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,Insolvência Civil de Ambrosino de Serpa Coutinho,hint,,,,,,,,
0701384-72.2024.8.02.0037,Trajano Transportes Ltda - Página — Lindoso e Araujo,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,Trajano Transportes Ltda,hint,,,,,,,,
0704506-58.2023.8.07.0015,Massa Falida de Xadi Serviços de Odontologia Ltda. – VTL,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,Xadi Serviços de Odontologia Ltda.,hint,,,,,,,,
0705411-79.2017.8.02.0058,"inevitável, não vislumbrando a empresa",,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,FICS BRASIL INDÚSTRIA COMÉRICO E SERVIÇO DE INFORMÁTICA EIRELI,hint,,,,,,,,
0705602-96.2020.8.02.0001,Tecampo e Biocampo. Inicia,,,,,,,,,,,,,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-07-22,2026-09-04T16:58:31Z,Tecampo e Biocampo. Inicia,hint,,,,,,,,
0706250-76.2020.8.02.0001,empresa,02393324000162,doc:1807fa16 score=3,0.2105263157894737,SAMPAIO CONSTRUCOES - EM RECUPERACAO JUDICIAL LTDA,,,,,,,,NAME_MISMATCH,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-07-23,2026-09-04T16:58:31Z,SAMPAIO CONSTRUCOES - EM RECUPERACAO JUDICIAL LTDA,rfb,,,,,,,,
0708109-34.2026.8.07.0016,Insolvência Civil de Marcelo Gomes de Figueiredo Mesquita – VTL,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2026,,2026-09-04T16:58:31Z,Insolvência Civil de Marcelo Gomes de Figueiredo Mesquita,hint,,,,,,,,
0710397-29.2012.8.02.0001,MONTEC MONTAGEM TÉCNICA LTDA,,,,,,,,,,,,,C,"14y since filing, no plan document",UNKNOWN,,2012,,2026-09-04T16:58:31Z,MONTEC MONTAGEM TÉCNICA LTDA,hint,,,,,,,,
0720420-24.2018.8.02.0001,Construtora Humberto Lôbo Ltda,12286944000156,doc:becfeada score=3,0.9090909090909091,CONSTRUTORA HUMBERTO LOBO LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,20000000,AL,MACEIO,Construção de edifícios,minhareceita,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,CONSTRUTORA HUMBERTO LOBO LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
0720699-10.2018.8.02.0001,EMPRESA,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,ENENGI,hint,,,,,,,,
0720801-53.2008.8.21.0001,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,C,"18y since filing, no plan document",UNKNOWN,,2008,,2026-09-04T16:58:31Z,,,,,,,,,,
0729900-93.2025.8.07.0016,deverá requerer ao juízo sua falência,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2025,,2026-09-04T16:58:31Z,,,,,,,,,,
0730042-64.2017.8.02.0001,Construtora Humberto Lobo Ltda,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,Construtora Humberto Lobo Ltda,hint,,,,,,,,
0740910-30.1997.8.26.0100,"Massa Falida de Francismar, Comércio, Importação e Exportação Ltda. e outros – VTL",,,,,,,,,,,,,B,plan/homologation document found; but case is 29y old,CONFIRMED,,1997,,2026-09-04T16:58:31Z,"Francismar, Comércio, Importação e Exportação Ltda. e outros",hint,,,,,,,,
0800158-20.2017.8.12.0033,empresa,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,Supermercado Modelo,hint,,,,,,,,
0800778-16.2023.8.20.5104,civilmente LTDA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-31,2026-09-04T16:58:31Z,GRUPO IMPLASVERDE,pdf-read,GRUPO IMPLASVERDE,,"[""IMPLASVERDE – INDÚSTRIA DE PLÁSTICOS BAIXAVERDE LTDA"", ""CJ METAIS E CONSTRUCOES LTDA""]","LINDOSO E ARAUJO CONSULTORIA EMPRESARIAL LTDA. (José Luiz Lindoso da Silva, CORECON/PE 4819; Ana Claudia Vasconcelos Araujo Weinberg, OAB/PE 22.616)",RJ,0.95,p.3: 'na qualidade de administradora judicial nomeada nos autos da RECUPERAÇÃO JUDICIAL do GRUPO IMPLASVERDE'; p.4: 'IMPLASVERDE – INDÚSTRIA DE PLÁSTICOS BAIXAVERDE LTDA / LISTA DE CREDORES CONSOLIDADA ATÉ 04 DE OUTUBRO DE 2024'; p.7: 'CJ METAIS E CONSTRUCOES LTDA / LISTA DE CREDORES CONSOLIDADA ATÉ 04 DE OUTUBRO DE 2024',2026-09-04T16:58:30Z
0800811-68.2020.8.12.0016,Crédito de Nayr Confecções Ltda,,,,,,,,,,,,,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-07-01,2026-09-04T16:58:31Z,Crédito de Nayr Confecções Ltda,hint,,,,,,,,
0801893-91.2016.8.12.0011,empresa,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,Grupo Mastter,pdf-read,Grupo Mastter,,"[""MASTTER MOTO COMÉRCIO DE VEÍCULOS E MOTOS LTDA (Porto Velho/RO, CNPJ 08.980.495/0001-74)"", ""MASTTER COMÉRCIO DE PEÇAS E MOTOCICLETAS LTDA (Ponta Porã/MS, CNPJ 17.047.650/0001-95)"", ""MASTTER MOTO COMÉRCIO DE MOTOCICLETAS LTDA (Coxim/MS)"", ""S. R. DE MATOS E CIA. LTDA"", ""KIRIN SERVIÇOS EMPRESARIAIS LTDA (CNPJ 13.550.163/0001-90)"", ""Sidnei Rodrigues de Matos – Construmastter (empresário individual, CNPJ 08.664.204/0001-39)""]",Real Brasil Consultoria Ltda. (CNPJ 07.957.255/0001-96) — Fernando Vaz Guimarães Abrahão,RJ,0.9,"51d102c7 p.1: 'AUTOS: 0801893-91.2016.8.12.0011– RECUPERAÇÃO JUDICIAL / REQUERENTE: MASTTER MOTO COMÉRCIO DE VEÍCULOS E MOTOS LTDA, MASTTER COMÉRCIO DE PEÇAS E MOTOCICLETAS LTDA, MASTTER MOTO COMÉRCIO DE MOTOCICLETAS LTDA, S. R. DE MATOS E CIA. LTDA, KIRIN SERVIÇOS EMPRESARIAIS LTDA / OBJETO: Apresentar a Relação de Credores do AJ'; p.3: 'Recuperação Judicial das empresas do Grupo Mastter'",2026-09-04T16:58:30Z
0802299-53.2019.8.20.5001,e Falência,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,,,,,,,,,,
0802426-35.2019.8.10.0000,,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,Roque Materiais para Construção,hint,,,,,,,,
0802656-15.2026.8.18.0031,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-31,2026-09-04T16:58:31Z,,,,,,,,,,
0803277-80.2020.8.12.0001,,,,,,,,,,,,,,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,,,,,,,,,,
0804074-43.2026.8.12.0002,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-08-03,2026-09-04T16:58:31Z,,,,,,,,,,
0804204-35.2022.8.15.0731,"SECULAR COMÉRCIO CONSTRUÇÃO E REPRESENTAÇÃO LTDA - ME, EM",,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-07-10,2026-09-04T16:58:31Z,"SECULAR COMÉRCIO CONSTRUÇÃO E REPRESENTAÇÃO LTDA - ME, EM RECUPERAÇÃO JUDICIAL",pdf-read,"SECULAR COMÉRCIO CONSTRUÇÃO E REPRESENTAÇÃO LTDA - ME, EM RECUPERAÇÃO JUDICIAL",,[],"LRF LÍDERES EM RECUPERAÇÃO JUDICIAL, FALÊNCIA E CONSULTORIA LTDA (Dra. Natália Pimentel Lopes, OAB/PE 30.920)",RJ,0.97,"[1355f93a p.1] 'EDITAL DE INTIMAÇÃO (ARTIGO 7º, § 2º, Lei 11.101/2005 - LRF) Nº DO PROCESSO: 0804204-35.2022.8.15.0731 … REQUERENTE: SECULAR COMÉRCIO CONSTRUÇÃO E REPRESENTAÇÃO LTDA - ME, EM RECUPERAÇÃO JUDICIAL (“RECUPERANDA”) – 2ª LISTA DE CREDORES'",2026-09-04T16:58:30Z
0804401-51.2025.8.14.0039,SOJAL COMERCIAL AGRICOLA,15626673000390,doc:c5675154 score=3,0.8571428571428571,NORTESUL COMERCIAL AGRICOLA LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,5700000,TO,PARAISO DO TOCANTINS,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-20,2026-09-04T16:58:31Z,SOJAL COMERCIAL AGRICOLA LTDA e OUTROS,pdf-read,SOJAL COMERCIAL AGRICOLA LTDA e OUTROS,,"[""SOJAL COMERCIAL AGRICOLA LTDA"", ""C J SILVA AGRICOLA"", ""CLEITON JOSE SILVA"", ""J R DA COSTA AGRICOLA"", ""JEAN RICARDO DA COSTA""]","LRF - LÍDERES EM RECUPERAÇÃO JUDICIAL, FALÊNCIA E CONSULTORIA LTDA (represented by Natália Pimentel Lopes, OAB/PE 30.920)",RJ,0.95,"c5675154 p.1: 'Número do Processo Digital: 0804401-51.2025.8.14.0039 Classe e Assunto: RECUPERAÇÃO JUDICIAL (129) ... AUTOR: SOJAL COMERCIAL AGRICOLA LTDA e outros (4) EDITAL DE RELAÇÃO DE CREDORES (ART. 7º, § 2º DA LEI 11.101/05) ... EXPEDIDO NOS AUTOS DA RECUPERAÇÃO JUDICIAL REQUERIDA PELA EMPRESA SOJAL COMERCIAL AGRICOLA LTDA e OUTROS'",2026-09-04T16:58:30Z
0804994-81.2024.8.07.0016,Ellite Consultoria E Assessoria Ltda. – VTL,29423537000146,doc:f7130b32 score=2,0.8378378378378377,ELLITE CONSULTORIA E ASSESSORIA LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,EMPRESA DE PEQUENO PORTE,3000000,DF,BRASILIA,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",minhareceita,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,ELLITE CONSULTORIA E ASSESSORIA LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
0806815-98.2025.8.19.0001,SOCIEDADES WIDMEN AUTO CENTER LTDA,68578814000141,doc:78dcb9b8 score=3,1.0,WIDMEN AUTO CENTER LTDA,02,ATIVA,DEMAIS,12849187,RJ,RIO DE JANEIRO,Serviços de borracharia para veículos automotores,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-04-30,2026-09-04T16:58:31Z,WIDMEN AUTO CENTER LTDA,rfb,,,,,,,,
0807101-83.2016.8.12.0002,GRUPO SÃO FERNANDO - Vinícius Coutinho Consultoria e Perícia,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,GRUPO SÃO FERNANDO,hint,,,,,,,,
0807423-41.2024.8.20.5001,e Falência,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-30,2026-09-04T16:58:31Z,,,,,,,,,,
0809655-58.2026.8.15.0001,GRUPO IPP – INDUSTRIA DE PAPEL DA PARAIBA – LRF Líderes em Recuperação Judicial e Falência,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-08-04,2026-09-04T16:58:31Z,GRUPO IPP,hint,,,,,,,,
0810226-31.2023.8.20.5001,GRUPO MADETEX - Vivante Gestão e Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-27,2026-09-04T16:58:31Z,GRUPO MADETEX,hint,,,,,,,,
0813265-83.2024.8.12.0002,"por EDUARDO ARTEIRO MARCONDES, CPF n. 807.390.591-49, EAM AGRICULTURA E PECUÁRIA LTDA",58291126000142,doc:5acfb9b4 score=3,0.8301886792452831,EAM AGRICULTURA E PECUARIA LTDA,02,ATIVA,EMPRESA DE PEQUENO PORTE,10000,MS,DOURADOS,Cultivo de soja,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-08-03,2026-09-04T16:58:31Z,EAM AGRICULTURA E PECUARIA LTDA,rfb,,,,,,,,
0813392-05.2016.8.12.0001,Pozzomat - Real Brasil Consultoria,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,Pozzomat,hint,,,,,,,,
0815679-24.2018.8.10.0001,empresa,07957255000196,doc:ecd985e1 score=2,0.17142857142857137,REAL BRASIL CONSULTORIA LTDA,,,,,,,,NAME_MISMATCH,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,Roque Materiais para Construção,hint,,,,,,,,
0820780-23.2026.8.14.0301,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-08-04,2026-09-04T16:58:31Z,PAYSANDU SPORT CLUB,pdf-read,PAYSANDU SPORT CLUB,,[],"LRF - LÍDERES EM RECUPERAÇÃO JUDICIAL, FALÊNCIA E CONSULTORIA LTDA, representada por Natália Pimentel Lopes – OAB/PE 30.920",RJ,0.97,"[38d930ab p.1] EDITAL DE RELAÇÃO DE CREDORES (ART. 7º, § 2º DA LEI 11.101/05) ... EXPEDIDO NOS AUTOS DA RECUPERAÇÃO JUDICIAL DE PAYSANDU SPORT CLUB, PROCESSO. Nº 0820780-23.2026.8.14.0301 ... A Administradora Judicial LRF - LÍDERES EM RECUPERAÇÃO JUDICIAL, FALÊNCIA E CONSULTORIA LTDA",2026-09-04T16:58:30Z
